complaint_id,timestamp,source,department,category,subcategory,complaint_text,sentiment_score,urgency_level,escalation_flag,resolved,duplicate_group_id,toxicity_score,anonymous,response_delay_hours
CMP-001B81ED,2026-04-20 14:32:58,Anonymous Report,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.38,5,true,false,HARASSMENT_REPORT_50,0.81,false,
CMP-3A9A321E,2026-04-20 14:40:45,Form,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.39,4,true,true,MESS_FOOD_POISONING_23,0.17,false,43
CMP-E149FF0C,2026-04-20 15:21:24,Anonymous Report,CSE,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.39,4,false,false,FEE_ISSUE_13,0.07,false,
CMP-229347E7,2026-04-20 15:24:55,Anonymous Report,ME,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.36,5,true,true,HARASSMENT_REPORT_50,0.82,false,37
CMP-DEEC43A9,2026-04-20 16:15:32,Anonymous Report,CSE,Academic,Exams,"exam schedule is too tight, no prep leaves",0.33,4,true,true,EXAM_SCHEDULE_ISSUE_120,0.11,false,22
CMP-029B9446,2026-04-20 16:25:17,WhatsApp,Common,Harassment,Bullying,constant bullying by batchmates,0.38,5,true,true,HARASSMENT_REPORT_50,0.81,false,38
CMP-29D57272,2026-04-20 16:34:10,WhatsApp,ME,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.16,5,true,true,MESS_FOOD_POISONING_23,0.07,false,46
CMP-84E93160,2026-04-20 17:13:40,WhatsApp,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.35,4,true,false,MESS_FOOD_POISONING_23,0.27,false,
CMP-3585B571,2026-04-20 18:04:31,Email,ME,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.19,5,true,true,HARASSMENT_REPORT_50,0.76,true,39
CMP-5586EE84,2026-04-20 19:51:19,WhatsApp,CSE,Academic,Exams,The CS101 final exam schedule conflicts with the MA201 exam.,0.12,5,true,false,EXAM_SCHEDULE_ISSUE_12,0.29,false,
CMP-28CE8D10,2026-04-20 19:58:16,WhatsApp,CE,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.26,3,false,false,FEE_ISSUE_13,0.07,false,
CMP-302DE1DC,2026-04-20 20:03:11,Form,ECE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.19,5,false,true,MESS_FOOD_POISONING_23,0.26,true,6
CMP-DB06E0A1,2026-04-20 20:06:16,WhatsApp,CE,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.14,3,false,true,TRANSPORT_BUS_DELAY_162,0.01,false,38
CMP-84974070,2026-04-20 20:41:43,Email,CE,Academic,Exams,mid sem dates are clashing with technical fest,0.32,3,false,true,EXAM_SCHEDULE_ISSUE_12,0.24,false,39
CMP-70C63A89,2026-04-20 20:48:45,Anonymous Report,Common,Harassment,Bullying,Please take action against ragging in boys hostel,0.21,5,true,true,HARASSMENT_REPORT_50,0.81,false,14
CMP-15BFFAC6,2026-04-20 21:00:07,WhatsApp,CSE,Academic,Exams,mid sem dates are clashing with technical fest,0.18,4,false,false,EXAM_SCHEDULE_ISSUE_120,0.09,false,
CMP-0A0E1C19,2026-04-20 21:08:37,App,CE,Academic,Exams,"exam schedule is too tight, no prep leaves",0.27,3,false,false,EXAM_SCHEDULE_ISSUE_12,0.13,true,
CMP-E4DDFEE5,2026-04-20 21:36:41,WhatsApp,ECE,Academic,Exams,Need to reschedule the database systems exam.,0.12,4,true,true,EXAM_SCHEDULE_ISSUE_12,0.13,false,33
CMP-76FA01A9,2026-04-21 00:49:57,Email,ME,Harassment,Bullying,Seniors are ragging in the hostel block.,0.3,5,true,false,HARASSMENT_REPORT_148,0.83,false,
CMP-4C8BC1ED,2026-04-21 01:16:10,Anonymous Report,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.15,5,false,true,MESS_FOOD_POISONING_182,0.13,false,42
CMP-A2AF7BA5,2026-04-21 02:15:38,Email,CSE,Harassment,Bullying,constant bullying by batchmates,0.31,5,true,false,HARASSMENT_REPORT_148,0.68,false,
CMP-446E7D51,2026-04-21 02:31:02,WhatsApp,CE,Administration,Fees,refund not processed yet,0.22,4,false,false,FEE_ISSUE_13,0.19,true,
CMP-36EA4AF1,2026-04-21 02:33:53,WhatsApp,ME,Harassment,Bullying,Anonymous harassment on college group,0.28,5,true,true,HARASSMENT_REPORT_148,0.68,false,2
CMP-51F52FB3,2026-04-21 02:50:50,Email,Common,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.22,4,true,true,MESS_FOOD_POISONING_182,0.23,false,9
CMP-E6857789,2026-04-21 03:59:26,Form,MBA,Academic,Exams,The CS101 final exam schedule conflicts with the MA201 exam.,0.2,5,true,false,EXAM_SCHEDULE_ISSUE_120,0.17,false,
CMP-27DECDC0,2026-04-21 04:15:15,App,CSE,Administration,Fees,refund not processed yet,0.21,3,false,true,FEE_ISSUE_13,0.01,false,7
CMP-BEE9A91A,2026-04-21 04:27:34,WhatsApp,MBA,Harassment,Bullying,Seniors are ragging in the hostel block.,0.25,5,true,true,HARASSMENT_REPORT_148,0.87,false,45
CMP-E970148A,2026-04-21 06:00:41,WhatsApp,CSE,Harassment,Bullying,Anonymous harassment on college group,0.26,5,true,false,HARASSMENT_REPORT_148,0.73,true,
CMP-F3CC077A,2026-04-21 06:18:35,Anonymous Report,CE,Harassment,Bullying,Please take action against ragging in boys hostel,0.14,5,true,true,HARASSMENT_REPORT_148,0.81,false,23
CMP-DED195AD,2026-04-21 07:38:34,Anonymous Report,CE,Administration,Fees,"fee portal is down, last date tomorrow",0.1,4,false,true,FEE_ISSUE_13,0.27,false,21
CMP-6D8BD7F7,2026-04-21 08:23:51,WhatsApp,CSE,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.31,4,true,false,MESS_FOOD_POISONING_182,0.27,false,
CMP-51D2CA1D,2026-04-21 08:24:30,WhatsApp,Common,Academic,Exams,"exam schedule is too tight, no prep leaves",0.2,4,true,true,EXAM_SCHEDULE_ISSUE_120,0.24,true,14
CMP-AD9B6469,2026-04-21 08:52:46,Form,ECE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.21,4,true,true,MESS_FOOD_POISONING_182,0.16,false,37
CMP-49905FC2,2026-04-21 09:16:51,WhatsApp,ME,Administration,Fees,"fee portal is down, last date tomorrow",0.33,4,true,true,FEE_ISSUE_13,0.08,false,28
CMP-69AFECCE,2026-04-21 09:41:41,Form,CE,Academic,Exams,The CS101 final exam schedule conflicts with the MA201 exam.,0.21,5,true,false,EXAM_SCHEDULE_ISSUE_12,0.3,false,
CMP-04B7DA32,2026-04-21 11:13:02,Email,MBA,Academic,Exams,2 exams on the same day is unfair,0.28,4,true,true,EXAM_SCHEDULE_ISSUE_120,0.02,false,47
CMP-B7227543,2026-04-21 11:58:14,WhatsApp,ECE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.13,4,true,false,MESS_FOOD_POISONING_182,0.14,true,
CMP-FE078DAF,2026-04-21 12:36:04,Anonymous Report,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.32,4,true,true,MESS_FOOD_POISONING_243,0.25,true,9
CMP-EC55ACF7,2026-04-21 13:16:17,WhatsApp,ME,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.25,5,true,false,MESS_FOOD_POISONING_182,0.17,false,
CMP-1592FFA6,2026-04-21 13:48:15,WhatsApp,ME,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.22,5,true,false,HARASSMENT_REPORT_148,0.68,true,
CMP-5C9F8D81,2026-04-21 14:24:12,WhatsApp,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.35,4,true,false,MESS_FOOD_POISONING_243,0.27,false,
CMP-A1F0F6FF,2026-04-21 15:47:13,WhatsApp,ECE,Academic,Exams,"exam schedule is too tight, no prep leaves",0.28,5,false,true,EXAM_SCHEDULE_ISSUE_12,0.17,true,26
CMP-65239408,2026-04-21 15:47:24,WhatsApp,EEE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.14,5,true,true,MESS_FOOD_POISONING_182,0.19,false,46
CMP-D69A9B79,2026-04-21 15:51:33,Email,Common,Administration,Fees,extra charges in this semester fee structure?,0.28,4,false,true,FEE_ISSUE_13,0.13,false,43
CMP-9337B9A8,2026-04-21 16:04:14,WhatsApp,ME,Hostel,Food Hygiene,stale food served in hostel B dinner,0.27,5,true,true,MESS_FOOD_POISONING_243,0.02,false,17
CMP-CAD9F8E1,2026-04-21 16:17:07,Form,ECE,Hostel,Food Hygiene,meess food qulity in hostel b has deteriorated significantly.,0.37,5,false,true,MESS_FOOD_POISONING_182,0.26,false,30
CMP-AC174752,2026-04-21 16:58:11,App,CSE,Harassment,Bullying,pleese take action against ragging in boys hostel,0.31,5,true,true,HARASSMENT_REPORT_148,0.83,false,9
CMP-6D7D07C8,2026-04-21 17:26:14,WhatsApp,Common,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.28,5,true,true,MESS_FOOD_POISONING_243,0.19,false,31
CMP-69A86D13,2026-04-21 17:29:11,Email,CSE,Harassment,Bullying,pleese take action against ragging in boys hostel,0.32,5,true,false,HARASSMENT_REPORT_148,0.78,false,
CMP-D741483D,2026-04-21 18:08:07,WhatsApp,CE,Academic,Exams,syllabus for exams not declared yet,0.33,3,true,false,EXAM_SCHEDULE_ISSUE_12,0.19,false,
CMP-B9949FBB,2026-04-21 18:20:56,Anonymous Report,CE,Academic,Exams,2 exams on the same day is unfair,0.2,5,true,true,EXAM_SCHEDULE_ISSUE_12,0.09,false,22
CMP-0893ECE0,2026-04-21 18:57:56,Form,CSE,Academic,Exams,Need to reschedule the database systems exam.,0.39,5,true,false,EXAM_SCHEDULE_ISSUE_120,0.07,false,
CMP-B3A793E3,2026-04-21 19:15:13,Form,MBA,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.31,5,true,true,MESS_FOOD_POISONING_182,0.11,false,45
CMP-75CF9673,2026-04-21 19:58:31,WhatsApp,Common,Harassment,Bullying,constnt bullying by batchmatees,0.3,5,true,true,HARASSMENT_REPORT_148,0.69,false,44
CMP-15888B11,2026-04-21 20:02:28,WhatsApp,ME,Harassment,Bullying,Seniors are ragging in the hostel block.,0.22,5,true,false,HARASSMENT_REPORT_148,0.86,false,
CMP-B411F52C,2026-04-21 20:41:40,Email,CSE,Academic,Exams,syllabus for exams not declared yet,0.25,5,false,true,EXAM_SCHEDULE_ISSUE_120,0.29,true,40
CMP-5F2FCECB,2026-04-21 22:23:51,WhatsApp,CSE,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.32,4,true,true,MESS_FOOD_POISONING_243,0.09,false,48
CMP-DDCBDA44,2026-04-21 22:25:51,Email,CSE,Harassment,Bullying,Anonymous harassment on college group,0.17,5,true,true,HARASSMENT_REPORT_148,0.77,false,1
CMP-918A5314,2026-04-21 22:46:37,WhatsApp,CSE,Academic,Exams,mid sem dates are clashing with technical fest,0.14,3,false,false,EXAM_SCHEDULE_ISSUE_12,0.1,false,
CMP-D7399AB7,2026-04-21 23:00:03,App,CE,Academic,Exams,2 exams on the same day is unfair,0.16,5,false,false,EXAM_SCHEDULE_ISSUE_120,0.28,false,
CMP-87697797,2026-04-21 23:47:12,WhatsApp,CE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.3,5,false,true,MESS_FOOD_POISONING_243,0.17,false,24
CMP-C775755C,2026-04-22 00:16:37,WhatsApp,ECE,Placement,Scheduling,TCS interview clashes with my final exam.,0.16,5,true,true,PLACEMENT_INTERVIEW_CLASH_136,0.13,false,22
CMP-3D2D29A8,2026-04-22 00:30:43,WhatsApp,CE,Academic,Exams,2 exams on the same day is unfair,0.15,4,true,false,EXAM_SCHEDULE_ISSUE_169,0.19,false,
CMP-C39A5C8C,2026-04-22 01:46:42,WhatsApp,CSE,Hostel,Food Hygiene,meess food qulity in hostel b has deteriorated significantly.,0.26,4,true,false,MESS_FOOD_POISONING_243,0.09,false,
CMP-3A9E257B,2026-04-22 02:12:06,App,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.19,5,true,true,HARASSMENT_REPORT_148,0.9,false,23
CMP-F0D34710,2026-04-22 03:09:35,Form,ME,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.28,5,true,true,MESS_FOOD_POISONING_182,0.06,false,27
CMP-EDD3DD1E,2026-04-22 03:45:19,App,CSE,Placement,Scheduling,Interview slots are overlapping for multiple companies.,0.1,5,true,true,PLACEMENT_INTERVIEW_CLASH_136,0.25,true,43
CMP-2BA72067,2026-04-22 04:03:34,Form,ME,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.14,4,true,true,MESS_FOOD_POISONING_243,0.18,true,44
CMP-3A7FD51F,2026-04-22 04:24:23,WhatsApp,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.21,5,true,true,HARASSMENT_REPORT_118,0.71,false,45
CMP-38873A05,2026-04-22 04:38:04,WhatsApp,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.33,5,false,true,HARASSMENT_REPORT_118,0.72,false,26
CMP-8CE5C04D,2026-04-22 05:29:15,Form,Common,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.14,5,true,true,HARASSMENT_REPORT_148,0.73,false,25
CMP-1DA93F4A,2026-04-22 05:33:24,Email,ME,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.23,5,true,false,HARASSMENT_REPORT_118,0.75,false,
CMP-90884FD2,2026-04-22 06:01:36,Anonymous Report,CSE,Academic,Exams,2 eexms on the same day is unfair,0.13,3,false,true,EXAM_SCHEDULE_ISSUE_169,0.15,true,35
CMP-87BED70F,2026-04-22 06:06:38,Form,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.34,5,true,true,HARASSMENT_REPORT_118,0.69,false,45
CMP-457D1122,2026-04-22 06:10:47,Anonymous Report,ME,Academic,Exams,Need to reschedule the database systems exam.,0.18,5,true,true,EXAM_SCHEDULE_ISSUE_169,0.15,false,41
CMP-B9B0EBBC,2026-04-22 07:02:59,Form,CSE,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.39,5,true,true,HARASSMENT_REPORT_118,0.83,false,7
CMP-72842738,2026-04-22 07:04:11,Form,ECE,Academic,Exams,"exam schedule is too tight, no prep leaves",0.28,4,true,true,EXAM_SCHEDULE_ISSUE_169,0.23,false,16
CMP-B56D820B,2026-04-22 09:08:34,Form,CSE,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.27,4,true,true,MESS_FOOD_POISONING_243,0.1,false,18
CMP-D38A91C6,2026-04-22 09:38:06,WhatsApp,CE,Placement,Scheduling,inteerview slots re overlapping for multiple companies.,0.14,4,true,false,PLACEMENT_INTERVIEW_CLASH_136,0.01,false,
CMP-0CA0F4CD,2026-04-22 10:31:23,WhatsApp,ECE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.2,5,true,true,MESS_FOOD_POISONING_182,0.11,false,43
CMP-B0D027F4,2026-04-22 11:42:27,Form,ECE,Harassment,Bullying,Anonymous harassment on college group,0.17,5,true,true,HARASSMENT_REPORT_148,0.87,true,2
CMP-F639F61D,2026-04-22 12:28:39,WhatsApp,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.36,4,true,false,MESS_FOOD_POISONING_243,0.24,false,
CMP-E6C333F8,2026-04-22 12:57:08,WhatsApp,CE,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.32,5,true,false,HARASSMENT_REPORT_148,0.69,false,
CMP-266972F5,2026-04-22 13:48:20,WhatsApp,EEE,Harassment,Bullying,constant bullying by batchmates,0.14,5,true,true,HARASSMENT_REPORT_118,0.88,true,29
CMP-4E5FB6DC,2026-04-22 13:48:30,Email,ECE,Placement,Scheduling,HR round postponed without notice,0.16,4,true,true,PLACEMENT_INTERVIEW_CLASH_136,0.02,false,11
CMP-903DCCE3,2026-04-22 13:49:13,WhatsApp,CE,Harassment,Bullying,constant bullying by batchmates,0.14,5,true,true,HARASSMENT_REPORT_148,0.7,false,34
CMP-F246CC92,2026-04-22 14:06:48,WhatsApp,ECE,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.19,4,true,true,MESS_FOOD_POISONING_182,0.29,false,42
CMP-838B0246,2026-04-22 14:10:00,Email,ECE,Harassment,Bullying,Anonymous harassment on college group,0.15,5,true,true,HARASSMENT_REPORT_118,0.83,false,14
CMP-8A4D6309,2026-04-22 15:19:38,WhatsApp,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.31,5,true,true,MESS_FOOD_POISONING_243,0.11,false,19
CMP-C11D7C08,2026-04-22 16:07:02,App,CSE,Harassment,Bullying,pleese take action against ragging in boys hostel,0.24,5,true,true,HARASSMENT_REPORT_148,0.64,false,3
CMP-7B363515,2026-04-22 16:49:40,Anonymous Report,ME,Harassment,Bullying,fcing toxic beehavior from a faculty member.,0.34,5,true,true,HARASSMENT_REPORT_148,0.72,false,27
CMP-0AA3EA2B,2026-04-22 16:52:39,WhatsApp,ME,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.39,4,true,true,MESS_FOOD_POISONING_243,0.27,false,8
CMP-04BEEC3D,2026-04-22 17:08:52,WhatsApp,ME,Placement,Scheduling,HR round postponed without notice,0.24,5,true,true,PLACEMENT_INTERVIEW_CLASH_136,0.28,false,16
CMP-0B6639CB,2026-04-22 17:47:32,WhatsApp,ECE,Academic,Exams,The CS101 final exam schedule conflicts with the MA201 exam.,0.11,3,true,true,EXAM_SCHEDULE_ISSUE_169,0.24,false,6
CMP-F95E4626,2026-04-22 18:11:15,App,ECE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.26,5,true,true,MESS_FOOD_POISONING_243,0.13,false,19
CMP-DE294A56,2026-04-22 20:44:22,WhatsApp,ECE,Academic,Exams,2 exams on the same day is unfair,0.25,5,true,true,EXAM_SCHEDULE_ISSUE_169,0.28,false,23
CMP-B2A6D299,2026-04-22 20:59:14,Anonymous Report,CSE,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.31,4,false,true,PLACEMENT_INTERVIEW_CLASH_136,0.02,false,38
CMP-C0D05573,2026-04-22 21:18:38,WhatsApp,CE,Harassment,Bullying,constnt bullying by batchmatees,0.34,5,true,false,HARASSMENT_REPORT_118,0.83,false,
CMP-7492F7F4,2026-04-22 23:48:23,Email,CSE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.3,4,true,true,MESS_FOOD_POISONING_243,0.07,false,17
CMP-22BD0E69,2026-04-22 23:49:02,Email,ME,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.24,4,true,true,MESS_FOOD_POISONING_182,0.22,false,14
CMP-09C7459F,2026-04-22 23:58:38,Form,CSE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.38,4,true,true,MESS_FOOD_POISONING_182,0.23,true,29
CMP-CA34509E,2026-04-23 00:17:08,WhatsApp,CSE,Administration,Fees,extra charges in this semester fee structure?,0.25,4,false,true,FEE_ISSUE_222,0.19,false,3
CMP-D75FD6AC,2026-04-23 00:19:44,Email,ECE,Academic,Exams,Need to reschedule the database systems exam.,0.29,4,false,true,EXAM_SCHEDULE_ISSUE_169,0.04,false,34
CMP-80AEA2A9,2026-04-23 00:41:35,Email,Common,Placement,Scheduling,placement cell is not responding to mails,0.26,4,true,false,PLACEMENT_INTERVIEW_CLASH_157,0.09,false,
CMP-56E7AEDB,2026-04-23 01:14:02,Email,ECE,Hostel,Water,There is no hot water in Block B hostels since yesterday.,0.21,4,false,true,HOSTEL_WATER_ISSUE_140,0.2,false,16
CMP-BFC5096D,2026-04-23 02:40:21,Email,Common,Harassment,Bullying,Please take action against ragging in boys hostel,0.28,5,true,true,HARASSMENT_REPORT_118,0.8,false,19
CMP-90DB8FCF,2026-04-23 03:50:28,Form,Common,Administration,Fees,"fee portal is down, last date tomorrow",0.15,4,false,true,FEE_ISSUE_222,0.12,false,22
CMP-38FA88D0,2026-04-23 05:02:36,Form,EEE,Administration,Fees,extra charges in this semester fee structure?,0.36,4,false,false,FEE_ISSUE_222,0.16,false,
CMP-FB095D32,2026-04-23 05:05:45,WhatsApp,ME,Hostel,Water,plumber not fixing the leaking tap in room 204,0.15,4,false,true,HOSTEL_WATER_ISSUE_140,0.25,false,43
CMP-E88CE01C,2026-04-23 05:15:49,WhatsApp,CSE,Hostel,Water,There is no hot water in Block B hostels since yesterday.,0.33,4,false,false,HOSTEL_WATER_ISSUE_140,0.2,false,
CMP-5DCB3A5E,2026-04-23 05:32:06,WhatsApp,ECE,Placement,Scheduling,pleese reschedule the infosys pre-placement talk.,0.27,5,true,true,PLACEMENT_INTERVIEW_CLASH_157,0.03,false,39
CMP-DA7BECA7,2026-04-23 06:31:38,Anonymous Report,ECE,Harassment,Bullying,constnt bullying by batchmatees,0.33,5,true,true,HARASSMENT_REPORT_118,0.83,false,43
CMP-F4C4A067,2026-04-23 07:07:27,WhatsApp,ME,Hostel,Water,water cooler in Block C is dispensing dirty water.,0.14,4,true,true,HOSTEL_WATER_ISSUE_140,0.11,false,26
CMP-F40E3888,2026-04-23 07:10:11,Email,CSE,Hostel,Water,no drinking water on 3rd floor,0.36,4,false,false,HOSTEL_WATER_ISSUE_140,0.12,false,
CMP-97C4897C,2026-04-23 07:27:30,Email,ME,Placement,Scheduling,placement cell is not responding to mails,0.2,5,true,true,PLACEMENT_INTERVIEW_CLASH_157,0.21,false,21
CMP-37A3C59B,2026-04-23 07:43:39,WhatsApp,ME,Administration,Fees,"fee portal is down, last date tomorrow",0.28,3,false,true,FEE_ISSUE_222,0.14,false,5
CMP-DAEBC6B8,2026-04-23 07:53:28,WhatsApp,MBA,Hostel,Water,paani nahi aa raha subah se,0.35,3,false,true,HOSTEL_WATER_ISSUE_140,0.05,false,44
CMP-2017D24F,2026-04-23 08:02:55,Anonymous Report,ME,Placement,Scheduling,placement drive and mid sem on same day??,0.28,4,false,false,PLACEMENT_INTERVIEW_CLASH_157,0.18,false,
CMP-C224F932,2026-04-23 08:19:30,App,CSE,Academic,Exams,Need to reschedule the database systems exam.,0.22,4,true,false,EXAM_SCHEDULE_ISSUE_169,0.16,false,
CMP-85C39F90,2026-04-23 08:23:04,WhatsApp,Common,Harassment,Bullying,constant bullying by batchmates,0.16,5,true,true,HARASSMENT_REPORT_118,0.72,false,6
CMP-C9C7BEEB,2026-04-23 08:53:07,WhatsApp,CSE,Administration,Fees,"fee portal is down, last date tomorrow",0.4,3,false,true,FEE_ISSUE_222,0.18,false,26
CMP-6C2090C9,2026-04-23 09:04:05,WhatsApp,CE,Placement,Scheduling,placement cell is not responding to mails,0.28,4,true,false,PLACEMENT_INTERVIEW_CLASH_157,0.18,false,
CMP-B4978B08,2026-04-23 09:59:58,WhatsApp,Common,Hostel,Water,plumber not fixing the leaking tap in room 204,0.32,3,false,true,HOSTEL_WATER_ISSUE_140,0.08,false,4
CMP-C6FA1232,2026-04-23 10:00:16,WhatsApp,CSE,Placement,Scheduling,Interview slots are overlapping for multiple companies.,0.35,4,false,false,PLACEMENT_INTERVIEW_CLASH_245,0.29,false,
CMP-52B77361,2026-04-23 10:20:35,WhatsApp,ECE,Placement,Scheduling,tcs inteerview clshes with my final exam.,0.3,4,true,true,PLACEMENT_INTERVIEW_CLASH_157,0.21,false,37
CMP-F8FB0CD5,2026-04-23 10:25:49,Anonymous Report,ECE,Administration,Fees,Late fee was charged wrongly on my account.,0.14,3,false,false,FEE_ISSUE_222,0.16,false,
CMP-83E0D9B6,2026-04-23 10:32:45,WhatsApp,MBA,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.17,5,true,true,PLACEMENT_INTERVIEW_CLASH_136,0.12,true,34
CMP-05438229,2026-04-23 10:34:47,Email,ECE,Academic,Exams,"exam schedule is too tight, no prep leaves",0.19,5,false,true,EXAM_SCHEDULE_ISSUE_169,0.16,true,25
CMP-9B57AC1D,2026-04-23 10:45:09,Email,CSE,Harassment,Bullying,Anonymous harassment on college group,0.11,5,true,false,HARASSMENT_REPORT_118,0.87,false,
CMP-7A47E40B,2026-04-23 11:53:19,WhatsApp,CSE,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.2,5,true,true,HARASSMENT_REPORT_118,0.73,false,20
CMP-AFEAB090,2026-04-23 12:11:08,Form,MBA,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.36,4,true,false,PLACEMENT_INTERVIEW_CLASH_245,0.05,false,
CMP-C3A6271F,2026-04-23 13:48:01,Form,CSE,Placement,Scheduling,TCS interview clashes with my final exam.,0.37,5,false,false,PLACEMENT_INTERVIEW_CLASH_245,0.11,true,
CMP-26D7AD01,2026-04-23 14:48:39,Form,Common,Harassment,Bullying,fcing toxic beehavior from a faculty member.,0.16,5,true,false,HARASSMENT_REPORT_118,0.89,true,
CMP-60D8392C,2026-04-23 16:34:41,WhatsApp,ECE,Hostel,Water,plumber not fixing the leaking tap in room 204,0.39,3,false,true,HOSTEL_WATER_ISSUE_140,0.23,false,26
CMP-E37FDD07,2026-04-23 17:01:51,Form,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.25,5,true,true,HARASSMENT_REPORT_118,0.65,false,25
CMP-35E5E237,2026-04-23 17:05:46,Anonymous Report,ECE,Administration,Fees,extra charges in this semester fee structure?,0.39,3,true,true,FEE_ISSUE_222,0.08,false,14
CMP-13F19E24,2026-04-23 17:49:14,WhatsApp,ECE,Academic,Exams,mid sem dates are clashing with technical fest,0.12,5,false,true,EXAM_SCHEDULE_ISSUE_169,0.22,false,2
CMP-A37A7C42,2026-04-23 18:34:14,WhatsApp,CSE,Placement,Scheduling,HR round postponed without notice,0.23,5,true,false,PLACEMENT_INTERVIEW_CLASH_245,0.19,false,
CMP-04853441,2026-04-23 19:37:15,Email,MBA,Placement,Scheduling,placement cell is not responding to mails,0.19,4,false,false,PLACEMENT_INTERVIEW_CLASH_157,0.24,false,
CMP-7A110F57,2026-04-23 20:00:45,WhatsApp,ME,Academic,Exams,2 exams on the same day is unfair,0.38,5,false,false,EXAM_SCHEDULE_ISSUE_169,0.07,false,
CMP-485F2DDA,2026-04-23 20:33:46,App,CSE,Hostel,Water,"Block B geysers are not working, we need hot water.",0.4,4,false,false,HOSTEL_WATER_ISSUE_140,0.18,false,
CMP-AEA1CAD6,2026-04-23 21:09:52,Form,CSE,Placement,Scheduling,Please reschedule the Infosys pre-placement talk.,0.17,4,false,true,PLACEMENT_INTERVIEW_CLASH_136,0.12,false,5
CMP-366D03A1,2026-04-23 22:22:13,App,ME,Placement,Scheduling,HR round postponed without notice,0.27,4,true,true,PLACEMENT_INTERVIEW_CLASH_157,0.16,true,24
CMP-B3EE5F8C,2026-04-23 22:32:02,Email,EEE,Administration,Fees,"fee portal is down, last date tomorrow",0.18,3,false,true,FEE_ISSUE_222,0.19,false,29
CMP-95A8D7F4,2026-04-23 22:44:37,App,EEE,Administration,Fees,Late fee was charged wrongly on my account.,0.35,3,false,true,FEE_ISSUE_222,0.23,true,43
CMP-7A70C839,2026-04-23 23:13:11,WhatsApp,CSE,Harassment,Bullying,Please take action against ragging in boys hostel,0.16,5,true,false,HARASSMENT_REPORT_118,0.77,false,
CMP-6FCDB092,2026-04-24 00:33:18,Email,CE,Harassment,Bullying,seeniors re ragging in the hostel block.,0.11,5,true,false,HARASSMENT_REPORT_110,0.77,false,
